date,period,n_stocks,rank_ic,rank_ic_pval,pearson_ic
2026-01-09,20,714,0.12270641912614877,0.0010180526620791914,0.07262930223205079
2026-01-23,1,714,0.034184455773857834,0.3617153336737431,0.011881477991651089
2026-01-23,3,714,0.07906517083565368,0.034661684290229644,0.0025334688643885712
2026-01-23,5,714,0.05104502287477001,0.17305237619315494,-0.0012325461198698822
2026-01-23,10,714,0.07949502580082804,0.03368610818575126,0.04338830608628017
2026-01-23,20,714,0.05223188873793847,0.16326231840981775,-0.008640167481723918
2026-02-06,1,714,-0.19283492587251283,2.075087540456012e-07,-0.06424171125257444
2026-02-06,3,714,-0.0484556462655229,0.19591985711468152,-0.010781492195216458
2026-02-06,5,714,-0.14664686334932434,8.391526257177197e-05,-0.07804482086382787
2026-02-06,10,714,-0.008440651746223566,0.8218628781949351,0.04290443035315755
2026-02-06,20,714,0.12474217781363936,0.0008365066272422484,0.09157695271254011
2026-03-02,1,714,0.16715665053226297,7.1102959759421935e-06,0.12626016468250417
2026-03-02,3,714,0.1835579276631583,7.883289288722897e-07,0.12067793390366205
2026-03-02,5,714,0.17449942286876513,2.7237204225628157e-06,0.12825045038544858
2026-03-02,10,714,0.14869390928369478,6.65069823293085e-05,0.1263678483035799
2026-03-02,20,714,0.18417438145159146,7.229005961866731e-07,0.1328750535277599
2026-03-16,1,714,0.032055813582790416,0.392398749366868,0.009762030925399769
2026-03-16,3,714,0.1149620002840223,0.0020930714206488163,0.05441561702169888
2026-03-16,5,714,0.1980559346441524,9.50820160041544e-08,0.13349652077381644
2026-03-16,10,714,0.20026494751992907,6.790726540784739e-08,0.12888248053702517
2026-03-16,20,714,-0.08378146137157505,0.025174106659047492,-0.061555626925211104
2026-03-30,1,714,0.040943476249094134,0.2745769986083213,-0.0007760560306921468
2026-03-30,3,714,0.07820435460724359,0.03668789291563994,0.03598533078919679
2026-03-30,5,714,0.014972355422813303,0.6896026148801443,-0.011201832814586447
2026-03-30,10,714,-0.3169426732315903,3.997912637678781e-18,-0.21250806218471535
2026-03-30,20,714,-0.12040592128279214,0.0012666216615323256,-0.08669536319020993
2026-04-14,1,714,0.12999841557072375,0.0004970147598467654,0.05203370491904652
2026-04-14,3,714,-0.23096418277158884,4.228182790920123e-10,-0.22829990920279616
2026-04-14,5,714,-0.18428095036963427,7.121323732555456e-07,-0.1489846639176159
2026-04-14,10,714,-0.043277984422886134,0.2481164695175249,0.0011058949230460051
2026-04-14,20,714,-0.16359646308631004,1.1159260613579258e-05,-0.12589320926648578
2026-04-28,1,714,-0.1613258755679065,1.4802701641459517e-05,-0.18868037855782374
2026-04-28,3,714,-0.20193556150437877,5.251232347012302e-08,-0.18384386429755278
2026-04-28,5,714,-0.24493308550587686,3.252654537702395e-11,-0.1991486173330091
2026-04-28,10,714,-0.07451351064713016,0.046553716787644576,-0.02614277068039305
2026-04-28,20,714,0.07697641978475975,0.03975189947612741,0.13522839083875376
2026-05-15,1,714,0.10523844859746104,0.004878536202773388,0.0933242174175543
2026-05-15,3,714,0.09919345840409398,0.00799155185690399,0.08990044160422735
2026-05-15,5,714,0.11908742449664622,0.0014331791671688436,0.21408864579214107
2026-05-15,10,714,0.1800745158675381,1.2792972742460178e-06,0.25528867216388673
2026-05-15,20,714,0.1800745158675381,1.2792972742460178e-06,0.25528867216388673
